Image,RMS Contrast (Base Image),RMS Contrast (Final Image)
1.jpg,15.576318265089562,120.51579921686604
2.jpg,31.119432567480153,119.60889554251824
6.jpg,28.54969850296457,119.84200317414016
7.jpg,17.034188168329106,102.61091793464583
8.jpg,18.68669325133195,103.45728784705975
10.jpg,19.715753128302577,119.4324621306515
